trans_id,transactions,customer_age
8866,"frankfurter,ham,chicken,pork,root vegetables,other vegetables,dessert,cream cheese ,rolls/buns,cat food,bottled water,shopping bags",51
8867,"curd,yogurt",30
8868,"grapes,butter,rum",59
8869,canned beer,16
8870,"hamburger meat,citrus fruit,tropical fruit,pip fruit,whole milk,yogurt,frozen meals,domestic eggs,brown bread,pasta,sugar,Instant food products,canned fish,soda,salty snack,popcorn,chocolate,dish cleaner,shopping bags",35
8871,"citrus fruit,domestic eggs,bottled water,soda",42
8872,"whole milk,newspapers",39
8873,"frozen dessert,semi-finished bread",18
8874,"yogurt,bottled beer",59
8875,"tropical fruit,berries,root vegetables,other vegetables,butter,yogurt,UHT-milk,domestic eggs,margarine,bottled water,soda,salty snack,newspapers",62
8876,tropical fruit,33
8877,"fruit/vegetable juice,cake bar,newspapers",60
8878,"hamburger meat,rum,red/blush wine",75
8879,newspapers,38
8880,specialty chocolate,80
8881,"soda,salty snack,specialty chocolate",53
8882,ice cream,47
8883,"beef,hamburger meat,berries,root vegetables,onions,other vegetables,dessert,yogurt,frozen meals,rolls/buns,sugar,cat food,soda,fruit/vegetable juice,salty snack,popcorn,cake bar",29
8884,"sausage,chicken,pip fruit,grapes,berries,root vegetables,onions,other vegetables,whole milk,butter,whipped/sour cream,ice cream,rolls/buns,margarine,mustard,ready soups,bottled water,canned beer,skin care,hygiene articles",36
8885,"yogurt,white wine",70
8886,"whole milk,rolls/buns",48
8887,ice cream,78
8888,"frankfurter,sausage,chicken,other vegetables,whole milk,curd,semi-finished bread,candy,detergent",42
8889,"hamburger meat,frozen vegetables,frozen meals,domestic eggs",45
8890,"frankfurter,sausage,pork,curd,soda,long life bakery product,napkins",32
8891,"frankfurter,meat,pork,root vegetables,onions,whole milk,beverages,mayonnaise,soda,chocolate",34
8892,"sausage,hamburger meat,other vegetables,yogurt,sliced cheese,brown bread,sugar,fruit/vegetable juice,canned beer,cleaner,bathroom cleaner,napkins,newspapers",65
8893,"pork,tropical fruit,pip fruit,root vegetables,frozen dessert,rolls/buns,margarine,seasonal products,napkins,dishes",64
8894,"yogurt,bottled water,white wine",45
8895,"ham,meat,tropical fruit,pip fruit,other vegetables,yogurt,UHT-milk,processed cheese,white bread,semi-finished bread,oil,margarine,pickled vegetables,coffee,soda,liquor (appetizer),napkins,light bulbs",61
8896,"other vegetables,butter,rolls/buns,flower (seeds)",66
8897,"sausage,soda,chocolate marshmallow",69
8898,"beef,herbs,other vegetables,whole milk,rice",68
8899,dishes,51
8900,"pork,other vegetables",61
8901,"beef,oil,coffee,sparkling wine",54
8902,"whole milk,waffles",72
8903,"chicken,pork,beef,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,cream cheese ,processed cheese,frozen vegetables,frozen fruits,pastry,sugar,soda,long life bakery product,waffles,chocolate marshmallow,candy",66
8904,"yogurt,pickled vegetables,soda,fruit/vegetable juice,bottled beer,salty snack",16
8905,"salty snack,candy",64
8906,"pip fruit,chocolate marshmallow",67
8907,"sausage,tropical fruit,root vegetables,herbs,whole milk,roll products ,oil",80
8908,"curd,yogurt,pastry,bottled water,fruit/vegetable juice,dishes,pot plants",29
8909,"beef,yogurt,white bread,flour,soda,fruit/vegetable juice,bottled beer,brandy,cooking chocolate",38
8910,salty snack,79
8911,"frankfurter,frozen potato products,pastry,bottled water,bottled beer",37
8912,"dessert,canned beer",39
8913,"frankfurter,ham,hamburger meat,other vegetables,margarine,specialty chocolate",69
8914,"whole milk,butter,domestic eggs,baking powder",65
8915,photo/film,21
8916,"pip fruit,specialty bar",31
8917,"sausage,berries,curd,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,tea,fruit/vegetable juice,napkins,shopping bags",49
8918,"root vegetables,yogurt",50
8919,"frankfurter,ham,whole milk,butter,yogurt,sliced cheese,hard cheese,domestic eggs,zwieback,baking powder,napkins",80
8920,"ham,beef,other vegetables,whole milk,domestic eggs,oil,sugar,jam,bottled water,pot plants",52
8921,pip fruit,76
8922,"citrus fruit,tropical fruit,sliced cheese,ice cream,domestic eggs,detergent,newspapers",16
8923,soda,38
8924,sugar,53
8925,"hamburger meat,other vegetables,canned vegetables",67
8926,whole milk,39
8927,"nuts/prunes,liquor",31
8928,"frankfurter,tropical fruit,grapes,other vegetables,rolls/buns,white bread,soda,syrup,canned beer,long life bakery product,candy,rubbing alcohol,cling film/bags",18
8929,red/blush wine,33
8930,"berries,beverages,canned beer,shopping bags",80
8931,"sausage,citrus fruit,tropical fruit,berries,root vegetables,other vegetables,condensed milk,curd cheese,roll products ,pasta,oil,coffee,soda,fruit/vegetable juice,bottled beer,abrasive cleaner,bathroom cleaner,napkins",75
8932,salty snack,51
8933,"frankfurter,meat,citrus fruit,pip fruit,other vegetables,whole milk,yogurt,sliced cheese,canned beer,house keeping products",70
8934,"pork,tropical fruit,pip fruit,nuts/prunes,other vegetables,frozen meals,margarine,newspapers",21
8935,"misc. beverages,fruit/vegetable juice,canned beer,chewing gum,chocolate,shopping bags",39
8936,ice cream,48
8937,"chocolate,candy,shopping bags",53
8938,"whole milk,rolls/buns,white bread,brown bread,margarine",63
8939,"other vegetables,fruit/vegetable juice,chewing gum",49
8940,spread cheese,31
8941,"whole milk,whipped/sour cream,pastry,margarine,shopping bags",25
8942,"pip fruit,other vegetables,whole milk,dessert,butter milk,yogurt,cream cheese ,tidbits,frozen potato products,rolls/buns,white bread,mustard,fruit/vegetable juice,salty snack,long life bakery product,chocolate,specialty bar,napkins",25
8943,"frankfurter,whole milk,frozen vegetables,fruit/vegetable juice",23
8944,"pork,whole milk",16
8945,"citrus fruit,other vegetables,spread cheese",68
8946,bottled beer,51
8947,"citrus fruit,pip fruit,specialty cheese,bottled water,soda",36
8948,"hamburger meat,grapes,whole milk,rice,sugar,bottled water",80
8949,"whipped/sour cream,cream cheese ",72
8950,"sausage,tropical fruit,grapes,berries,other vegetables,pastry,soda,specialty chocolate,napkins,shopping bags",78
8951,"citrus fruit,tropical fruit,root vegetables,other vegetables,butter,yogurt,whipped/sour cream,salty snack,specialty bar",58
8952,"rolls/buns,margarine,bottled beer",72
8953,"sliced cheese,frozen fish,margarine,bottled water,canned beer",61
8954,"butter milk,yogurt,salty snack,specialty chocolate",23
8955,"sausage,root vegetables,soda,bottled beer,salty snack,popcorn",53
8956,"other vegetables,soft cheese,margarine,bottled water,bottled beer",41
8957,"beef,root vegetables,herbs,packaged fruit/vegetables,butter,sliced cheese,domestic eggs,jam,bottled water",69
8958,"hamburger meat,tropical fruit,other vegetables,whole milk,butter,curd,dessert,yogurt,whipped/sour cream,UHT-milk,domestic eggs,pastry,flour,margarine,cereals,canned fish,cat food,bottled water,bottled beer,hygiene articles,napkins",36
8959,"chicken,frozen vegetables,bottled beer",26
8960,"sausage,meat,herbs,other vegetables,soft cheese,margarine,cat food,shopping bags",25
8961,"sausage,citrus fruit,soda,fruit/vegetable juice,salty snack,napkins,cling film/bags",80
8962,"bottled water,bottled beer",52
8963,"pastry,soda",55
8964,cat food,60
8965,"other vegetables,whole milk,butter milk,yogurt,whipped/sour cream,domestic eggs,pastry,popcorn",35
8966,"whole milk,domestic eggs,brown bread,pastry",79
8967,"other vegetables,butter,yogurt,domestic eggs,pastry,bottled beer,specialty bar,flower (seeds)",71
8968,"tropical fruit,salt,canned fish,bottled water,bottled beer",46
8969,"citrus fruit,tropical fruit,onions,other vegetables,butter milk",55
8970,"pork,butter milk,pickled vegetables,soda,canned beer,liquor",50
8971,"canned beer,red/blush wine",62
8972,"frankfurter,pork,hamburger meat,pip fruit,other vegetables,whole milk,rolls/buns,white bread,pastry,Instant food products,waffles,chocolate",31
8973,"yogurt,cereals,specialty bar",61
8974,"sausage,other vegetables,whole milk,fruit/vegetable juice",33
8975,"cream cheese ,chocolate marshmallow",47
8976,other vegetables,26
8977,"sausage,whole milk,white bread",49
8978,"frankfurter,pork,pip fruit,berries,root vegetables,other vegetables,whole milk,pastry,semi-finished bread,syrup,shopping bags",16
8979,"citrus fruit,whole milk,yogurt,sliced cheese,domestic eggs,canned vegetables,canned beer",58
8980,"ham,yogurt,pastry,coffee,waffles,chocolate,female sanitary products",69
8981,soda,74
8982,"frankfurter,whole milk,yogurt,napkins",42
8983,"citrus fruit,whole milk,bottled water,soda,fruit/vegetable juice,bottled beer",64
8984,"frozen fish,brown bread,canned beer,rum,newspapers",21
8985,whole milk,70
8986,"ham,pork,shopping bags",33
8987,"sausage,tropical fruit,pip fruit,berries,other vegetables,whole milk,butter,curd,whipped/sour cream,cat food,salty snack,popcorn,pot plants,shopping bags",60
8988,shopping bags,67
8989,"cereals,salty snack",28
8990,"frozen fish,liquor (appetizer)",37
8991,"whole milk,white bread,margarine,cat food,soda",67
8992,"soda,canned beer",40
8993,"pastry,soda,misc. beverages,canned beer,salty snack,chocolate,shopping bags",26
8994,"frankfurter,tropical fruit,pip fruit,other vegetables,yogurt,whipped/sour cream,rolls/buns,bottled water,soda,misc. beverages,chocolate,specialty chocolate,candy,shopping bags",70
8995,"yogurt,UHT-milk,domestic eggs,rolls/buns,long life bakery product",63
8996,"domestic eggs,canned beer,liquor (appetizer),chocolate marshmallow,shopping bags",16
8997,"sausage,other vegetables,whole milk,butter,fruit/vegetable juice",62
8998,"ham,whole milk,white bread",64
8999,"other vegetables,whole milk,pastry,salty snack,candy",16
9000,"tropical fruit,yogurt,soda",70
9001,"whole milk,brown bread,margarine",44
9002,"sausage,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,whole milk,butter,curd,yogurt,cream,sliced cheese,hard cheese,frozen vegetables,frozen fish,frozen potato products,brown bread,margarine,baking powder,cat food,pet care,soda,fruit/vegetable juice,nut snack,chocolate,female sanitary products,hygiene articles,napkins,house keeping products",45
9003,soda,68
9004,"tropical fruit,whole milk",65
9005,"domestic eggs,pastry,bottled beer,canned beer,long life bakery product,chocolate,candles,newspapers",60
9006,red/blush wine,77
9007,rolls/buns,66
9008,"other vegetables,frozen fish,brown bread,red/blush wine",73
9009,"frankfurter,pip fruit,soft cheese,semi-finished bread,chewing gum,specialty chocolate",78
9010,"citrus fruit,root vegetables,other vegetables,UHT-milk,domestic eggs,canned fruit,soda,waffles,candy,newspapers",66
9011,"dessert,butter milk,brown bread,canned beer,shopping bags",16
9012,"tropical fruit,whole milk,yogurt,semi-finished bread,bottled water,soda,chocolate marshmallow",61
9013,"hamburger meat,tropical fruit,other vegetables,shopping bags",23
9014,soda,18
9015,"chicken,other vegetables,whole milk,yogurt,frozen vegetables,rolls/buns,oil,bottled beer,canned beer,long life bakery product",77
9016,"rolls/buns,sugar",31
9017,"butter,curd,yogurt,whipped/sour cream,margarine,salty snack,hygiene articles",78
9018,"pip fruit,herbs,other vegetables,whole milk,whipped/sour cream",41
9019,specialty bar,29
9020,"sausage,tropical fruit,other vegetables,whole milk,frozen vegetables,rolls/buns,white bread,brown bread,roll products ,oil,sugar",53
9021,"grapes,other vegetables,butter,newspapers",63
9022,semi-finished bread,19
9023,"domestic eggs,white bread,pastry,canned beer,newspapers",46
9024,pastry,39
9025,"root vegetables,whole milk,brown bread,margarine",67
9026,"whole milk,domestic eggs",27
9027,"meat,citrus fruit,whole milk",31
9028,canned beer,33
9029,"frankfurter,pork,other vegetables,butter milk,UHT-milk,sliced cheese,brown bread,margarine",16
9030,"grapes,other vegetables,pastry,dish cleaner",66
9031,candles,62
9032,"other vegetables,canned beer,snack products",71
9033,"tropical fruit,whole milk,butter,butter milk,brown bread,pastry",76
9034,"chicken,whole milk,butter,curd,domestic eggs,newspapers",27
9035,soda,49
9036,"ham,pork,berries,root vegetables,oil,soda,bottled beer,salty snack,popcorn,newspapers",71
9037,"pork,tropical fruit,grapes,onions,other vegetables,whole milk,yogurt,frozen vegetables,pet care,bottled water,seasonal products",52
9038,"frozen vegetables,pasta,bottled water,soda",74
9039,"beef,other vegetables,whole milk,brown bread,waffles",74
9040,"pork,pip fruit,grapes,other vegetables,whole milk,pastry,flour,oil,sugar,dog food,chocolate",71
9041,dessert,79
9042,"pork,yogurt,UHT-milk,salty snack",18
9043,"chicken,hamburger meat,citrus fruit,tropical fruit,pip fruit,other vegetables,yogurt,rolls/buns,mustard,canned vegetables,cake bar,napkins,newspapers",38
9044,"hamburger meat,citrus fruit,tropical fruit,other vegetables,whipped/sour cream,beverages,white bread,hygiene articles,napkins",47
9045,"chicken,pork,beef,hamburger meat,citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,pastry,napkins",20
9046,"baking powder,newspapers,flower (seeds)",37
9047,"other vegetables,dessert,brown bread,salt,margarine,fruit/vegetable juice,newspapers",42
9048,"curd,bottled water,soda",76
9049,"tropical fruit,root vegetables,other vegetables,whole milk,processed cheese",52
9050,rolls/buns,27
9051,"meat,dessert,UHT-milk,fruit/vegetable juice",49
9052,soda,49
9053,photo/film,34
9054,"pet care,bottled water,misc. beverages,shopping bags",74
9055,"other vegetables,whole milk,yogurt,whipped/sour cream,baking powder,misc. beverages,sparkling wine,dish cleaner",47
9056,"citrus fruit,other vegetables,white wine,long life bakery product,candles",32
9057,"citrus fruit,beverages,domestic eggs,rolls/buns,bottled water,chewing gum,chocolate marshmallow",41
9058,"rolls/buns,photo/film",56
9059,canned beer,50
9060,canned beer,79
9061,sugar,34
9062,"meat,pork,tropical fruit,berries,baking powder,canned fish,seasonal products",75
9063,"frankfurter,beef,other vegetables,whole milk,butter milk,yogurt,hard cheese,coffee,photo/film",54
9064,dishes,78
9065,"pork,other vegetables,whole milk,rolls/buns",38
9066,"frankfurter,citrus fruit,grapes,root vegetables,onions,other vegetables,whole milk,rolls/buns,soups,bottled beer,newspapers",78
9067,"other vegetables,whole milk,whipped/sour cream,pastry,bottled beer",78
9068,newspapers,64
9069,"berries,root vegetables,whipped/sour cream,soda",58
9070,"beef,whole milk,rolls/buns,white bread,margarine,newspapers",39
9071,"whole milk,whipped/sour cream,rolls/buns,pickled vegetables,bottled water,long life bakery product",21
9072,"citrus fruit,whole milk,whipped/sour cream,rolls/buns,margarine,cling film/bags",52
9073,"other vegetables,whole milk,condensed milk,white bread,sugar,coffee,soda,fruit/vegetable juice,bottled beer,shopping bags",33
9074,"root vegetables,whole milk,flour,sugar,soda,misc. beverages",33
9075,"frankfurter,hamburger meat,other vegetables,pastry,dish cleaner,cling film/bags,kitchen towels",41
9076,other vegetables,70
9077,"sausage,tropical fruit,curd,yogurt,dog food,bottled water,long life bakery product,hygiene articles,shopping bags",65
9078,"yogurt,abrasive cleaner",23
9079,"sausage,rolls/buns,canned beer",17
9080,"hamburger meat,whole milk,butter milk,yogurt,margarine,baking powder",61
9081,"pork,root vegetables,brown bread,bottled water,soda",51
9082,"tropical fruit,other vegetables,whole milk,butter,yogurt",29
9083,"rolls/buns,pickled vegetables,chewing gum,specialty chocolate",21
9084,tropical fruit,56
9085,"sausage,chicken,pork,citrus fruit,berries,root vegetables,packaged fruit/vegetables,curd,yogurt,whipped/sour cream,frozen vegetables",50
9086,"hamburger meat,other vegetables,whole milk,butter,specialty cheese,pastry,cereals",17
9087,"pip fruit,root vegetables,other vegetables,cream cheese ,domestic eggs,pickled vegetables,fruit/vegetable juice",52
9088,"beef,curd,yogurt,whipped/sour cream,frozen meals,brown bread,canned fish,coffee,candy,cling film/bags",41
9089,"other vegetables,yogurt,rolls/buns,salt,sparkling wine,napkins",69
9090,sausage,66
9091,"other vegetables,whole milk,canned beer",43
9092,"ham,meat,root vegetables,other vegetables,whole milk,curd,yogurt,frozen vegetables,frozen meals,frozen fish,rolls/buns,jam,misc. beverages,candy,seasonal products,detergent",67
9093,"frankfurter,other vegetables,whole milk,whipped/sour cream",46
9094,"meat,citrus fruit,hard cheese,soda",57
9095,"ham,root vegetables,herbs,whole milk,curd,yogurt,hard cheese,rolls/buns,detergent",75
9096,"citrus fruit,onions,other vegetables,yogurt,beverages,rolls/buns,brown bread,vinegar,bottled water,long life bakery product",76
9097,"rolls/buns,bottled beer,brandy",48
9098,"sausage,pip fruit,UHT-milk,soups,sauces,cat food,newspapers",33
9099,"root vegetables,herbs,other vegetables,dessert,ice cream,cake bar,newspapers,shopping bags",35
9100,"berries,other vegetables,semi-finished bread",61
9101,"pork,soda,canned beer,male cosmetics",66
9102,"meat,specialty chocolate",33
9103,"pastry,fruit/vegetable juice",60
9104,long life bakery product,77
9105,"meat,pork,fish,tropical fruit,grapes,berries,other vegetables,whole milk,frozen vegetables,semi-finished bread,chocolate,detergent,kitchen utensil,candles",46
9106,"meat,root vegetables,other vegetables,dessert,yogurt,whipped/sour cream,rolls/buns,potato products,soda,misc. beverages,napkins,photo/film",24
9107,"sauces,red/blush wine,waffles,newspapers",45
9108,"pip fruit,coffee",70
9109,"root vegetables,white bread,chewing gum",58
9110,"ham,citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,brown bread",39
9111,"hamburger meat,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise,frozen vegetables,frozen fish,soups,fruit/vegetable juice,canned beer,detergent",64
9112,"yogurt,long life bakery product,photo/film,pot plants",71
9113,"beef,whole milk,butter,rolls/buns,pastry,cat food,hygiene articles",39
9114,"citrus fruit,pip fruit,onions,other vegetables,whole milk,butter milk,whipped/sour cream,cream cheese ,domestic eggs,brown bread,shopping bags",51
9115,"berries,herbs,pot plants",69
9116,"frankfurter,sausage,chicken,pork,tropical fruit,pip fruit,root vegetables,whole milk,dessert,cream cheese ,frozen vegetables,rolls/buns,white bread,cake bar,napkins,shopping bags",40
9117,"citrus fruit,cream cheese ",32
9118,"onions,other vegetables,whole milk,yogurt,roll products ,semi-finished bread",48
9119,"beef,whole milk,oil,canned beer,salty snack",37
9120,"frankfurter,rolls/buns",43
9121,"pip fruit,other vegetables,butter,domestic eggs,rolls/buns,margarine,bottled water",63
9122,"brown bread,white wine",66
9123,"meat,tropical fruit,other vegetables,frozen vegetables,rolls/buns,soda,napkins,dishes",51
9124,"citrus fruit,other vegetables,yogurt,cream cheese ,bottled water,long life bakery product,specialty chocolate",64
9125,"beef,root vegetables,whole milk,pastry,soda,waffles,candy",39
9126,"other vegetables,whipped/sour cream,hard cheese,frozen vegetables,frozen dessert,oil,margarine,baking powder",53
9127,"chicken,pork,beef,berries,other vegetables,whole milk,rolls/buns",24
9128,"sausage,meat,tropical fruit,cream cheese ",80
9129,"tropical fruit,whole milk,hard cheese,rolls/buns,pastry,canned vegetables,pot plants",31
9130,soda,62
9131,"citrus fruit,tropical fruit,pip fruit,whole milk,yogurt,rolls/buns,pastry,white wine,red/blush wine,hygiene articles",39
9132,coffee,75
9133,"chicken,tropical fruit,other vegetables,whole milk,dessert,frozen fish,mustard,pickled vegetables",22
9134,sugar,34
9135,"turkey,nuts/prunes,other vegetables,whole milk,butter,curd,domestic eggs,pastry,tea",39
9136,"cleaner,female sanitary products",59
9137,"herbs,other vegetables,whipped/sour cream,UHT-milk,domestic eggs,sweet spreads,specialty chocolate,decalcifier,napkins",32
9138,"citrus fruit,pickled vegetables,dog food,soda,salty snack,waffles,candy,dish cleaner,newspapers",71
9139,"citrus fruit,tropical fruit,other vegetables,butter milk,yogurt,pastry,waffles,candy,dental care",27
9140,"beef,root vegetables,yogurt,whipped/sour cream",68
9141,"sausage,other vegetables,rolls/buns,baking powder,soda,cling film/bags,house keeping products",25
9142,"soda,bottled beer",42
9143,"liquor,house keeping products,shopping bags",69
9144,"pork,rolls/buns,pastry,napkins,newspapers",16
9145,"chicken,hamburger meat,whipped/sour cream,rolls/buns,soda,long life bakery product,dish cleaner",79
9146,"pip fruit,other vegetables,whole milk,beverages,frozen vegetables,flour,sugar,chocolate",77
9147,"beef,other vegetables,whole milk,bottled beer",56
9148,"frankfurter,meat,tropical fruit,whole milk,ice cream,salty snack,detergent",56
9149,"bottled water,napkins",53
9150,canned beer,46
9151,pip fruit,50
9152,pip fruit,35
9153,"sausage,hamburger meat,grapes,whipped/sour cream,frozen potato products,domestic eggs,oil,seasonal products,napkins,newspapers",26
9154,"hamburger meat,onions,whole milk,frozen vegetables,bottled water,rum",72
9155,"sausage,grapes,baking powder,specialty vegetables,white wine,long life bakery product",40
9156,"beef,dessert,sugar,bottled beer",75
9157,"other vegetables,whole milk,soda,shopping bags",22
9158,pastry,74
9159,chicken,20
9160,"herbs,frozen vegetables,dog food,bottled water,bottled beer,specialty chocolate",47
9161,"beef,citrus fruit,cream cheese ,vinegar,margarine",44
9162,"butter,yogurt,sliced cheese,tidbits,rolls/buns,pudding powder,soda,waffles,newspapers",32
9163,"root vegetables,herbs,whipped/sour cream,domestic eggs",48
9164,"beef,other vegetables,whipped/sour cream,processed cheese,salt,oil,dog food,newspapers",79
9165,"whipped/sour cream,dog food,fruit/vegetable juice,skin care,shopping bags",67
9166,"butter,bottled water,detergent,soap",36
9167,"root vegetables,onions,rolls/buns,white bread,sugar",20
9168,"tropical fruit,other vegetables,yogurt,fruit/vegetable juice,bottled beer,newspapers",17
9169,"hamburger meat,onions,other vegetables,whole milk,domestic eggs,waffles,napkins,pot plants",77
9170,"pork,beef,berries,root vegetables,herbs,butter,yogurt,white bread,brown bread,bottled water,misc. beverages,bottled beer,liquor,hygiene articles",39
9171,"beef,citrus fruit,root vegetables,other vegetables,rolls/buns,sugar,fruit/vegetable juice",69
9172,"grapes,ice cream,pastry,soda,canned beer,salty snack,chewing gum,seasonal products,flower (seeds),shopping bags",51
9173,"frankfurter,meat,beef,citrus fruit,berries,root vegetables,packaged fruit/vegetables,whole milk,whipped/sour cream,frozen vegetables,rolls/buns,canned fruit,house keeping products,flower (seeds),shopping bags",74
9174,"pork,beef,citrus fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,butter,ice cream,bottled water,waffles,newspapers,shopping bags",41
9175,"meat,whole milk,cream cheese ,brown bread,chocolate,newspapers",30
9176,"sausage,chicken,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,domestic eggs,white bread,soda,shopping bags",65
9177,"root vegetables,whole milk,long life bakery product",37
9178,"sausage,ham,frozen dessert,salty snack",53
9179,canned beer,41
9180,"citrus fruit,tropical fruit,grapes,berries,other vegetables,whole milk,UHT-milk,bottled water,fruit/vegetable juice",43
9181,"frankfurter,other vegetables,yogurt,rolls/buns,pastry,margarine,sugar,waffles,chocolate,chocolate marshmallow",37
9182,"sausage,other vegetables,whipped/sour cream,processed cheese,brown bread",18
9183,"pork,root vegetables,other vegetables,whole milk,cream cheese ,coffee,bottled water,bottled beer",56
9184,"sausage,root vegetables,onions,other vegetables,whole milk,butter milk,sliced cheese,curd cheese,frozen vegetables,rolls/buns",44
9185,"citrus fruit,whipped/sour cream,pastry",29
9186,"whole milk,butter,yogurt,whipped/sour cream,domestic eggs,coffee",40
9187,"tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,UHT-milk,baking powder,canned vegetables,waffles",16
9188,"other vegetables,bottled beer,canned beer",19
9189,rolls/buns,79
9190,"other vegetables,curd,whipped/sour cream,UHT-milk,sugar,bottled beer,napkins",76
9191,"sausage,canned beer,salty snack",26
9192,"root vegetables,other vegetables,frozen vegetables,frozen fish,rolls/buns,dog food,popcorn,newspapers",62
9193,pastry,77
9194,bottled water,55
9195,"other vegetables,whole milk,dessert,sliced cheese,hard cheese,cream cheese ,pastry,margarine,sugar,ready soups,bottled water,soda,salty snack,newspapers,shopping bags",54
9196,"tropical fruit,pip fruit,yogurt,canned vegetables,misc. beverages",48
9197,"frankfurter,yogurt,frozen fish,ice cream,frozen potato products,pastry,margarine,canned fish,soda,bottled beer,salty snack,nut snack,long life bakery product,specialty bar,candy",43
9198,"pastry,oil,margarine",62
9199,"citrus fruit,domestic eggs",51
9200,"meat,chicken,pork,pip fruit,other vegetables,whole milk,butter milk,frozen vegetables,rolls/buns,rice,sugar,coffee,photo/film",39
9201,"ice cream,sugar,coffee,bottled water,soda,fruit/vegetable juice,shopping bags",63
9202,"whole milk,dessert,yogurt,margarine,newspapers",48
9203,"soda,specialty chocolate",80
9204,canned beer,78
9205,"roll products ,newspapers",59
9206,"tropical fruit,other vegetables,whole milk,butter,yogurt,soft cheese,domestic eggs,cling film/bags",23
9207,"other vegetables,whole milk,yogurt,sliced cheese,cereals,bottled water",54
9208,"other vegetables,zwieback,soda,chewing gum",27
9209,"sugar,bottled water,soda,fruit/vegetable juice,salty snack,popcorn",76
9210,"chicken,root vegetables,long life bakery product",63
9211,"chicken,coffee",35
9212,"meat,chicken,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,cream cheese ,roll products ,oil,margarine,artif. sweetener,detergent,shopping bags",30
9213,"rolls/buns,bottled beer",48
9214,"root vegetables,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,rolls/buns,white bread,margarine,cocoa drinks,flower (seeds)",58
9215,newspapers,22
9216,"ham,other vegetables,curd,whipped/sour cream,soft cheese,rolls/buns,long life bakery product",74
9217,"sausage,other vegetables,rolls/buns,oil,bottled beer,red/blush wine",73
9218,"specialty cheese,baking powder,waffles,chocolate",59
9219,"seasonal products,shopping bags",36
9220,newspapers,45
9221,"sausage,other vegetables,butter,whipped/sour cream,cream,roll products ,oil,white wine,flower (seeds)",50
9222,"rolls/buns,newspapers",24
9223,"whole milk,soda",63
9224,"sausage,meat,rolls/buns,soda,fruit/vegetable juice,male cosmetics,shopping bags",31
9225,"ice cream,bottled water,soda",33
9226,"chicken,other vegetables,rolls/buns,margarine,soda,misc. beverages,candy",36
9227,shopping bags,25
9228,"bottled water,bottled beer",23
9229,"root vegetables,sparkling wine",20
9230,"sausage,meat,chicken,pork,other vegetables,sliced cheese,brown bread,newspapers,shopping bags",77
9231,"chicken,newspapers",19
9232,"ham,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,yogurt,frozen fish,fruit/vegetable juice,long life bakery product,female sanitary products",21
9233,"tropical fruit,butter milk,UHT-milk,condensed milk,brown bread,sugar,coffee,bottled water,soda,fruit/vegetable juice,syrup,bottled beer,house keeping products,shopping bags",45
9234,rolls/buns,24
9235,other vegetables,74
9236,"sausage,ham,pork,beef,hamburger meat,tropical fruit,pip fruit,berries,other vegetables,curd,dessert,yogurt,sliced cheese,spread cheese,semi-finished bread,canned vegetables,bottled water,misc. beverages,syrup,waffles,chocolate,seasonal products",75
9237,"berries,waffles,specialty chocolate",38
9238,"frankfurter,rolls/buns,canned beer",39
9239,"yogurt,whipped/sour cream",23
9240,"bottled water,soda,bottled beer,waffles,chocolate,dishes",22
9241,bottled water,40
9242,berries,69
9243,"pastry,chocolate,specialty bar,candy,seasonal products",16
9244,"citrus fruit,tropical fruit,pip fruit,root vegetables,rolls/buns",49
9245,"chicken,root vegetables,other vegetables,whole milk,butter,yogurt,specialty cheese,domestic eggs,pastry,rice,canned fish,misc. beverages,detergent,house keeping products",70
9246,"sausage,chicken,other vegetables,whole milk,yogurt,rolls/buns,soda,hygiene articles,napkins,shopping bags",52
9247,fruit/vegetable juice,70
9248,beverages,39
9249,"UHT-milk,pastry,margarine",57
9250,"turkey,tropical fruit,grapes,other vegetables,whole milk,curd,yogurt,processed cheese,dog food,pot plants",32
9251,"white wine,red/blush wine,napkins",19
9252,"other vegetables,whole milk,cream cheese ,frozen meals,rolls/buns,brown bread,bottled water,newspapers",42
9253,"other vegetables,yogurt",45
9254,"sausage,organic products,specialty chocolate",22
9255,"liver loaf,rolls/buns",47
9256,"butter milk,hard cheese,instant coffee",37
9257,pip fruit,30
9258,"rolls/buns,pickled vegetables,specialty bar,dental care",36
9259,"frankfurter,whole milk,pastry,potato products",76
9260,"frankfurter,root vegetables,other vegetables,hard cheese",68
9261,"whole milk,zwieback,soda",75
9262,"frankfurter,whole milk",43
9263,"dessert,rolls/buns,soda",42
9264,"other vegetables,whole milk",48
9265,"oil,hygiene articles",62
9266,red/blush wine,20
9267,rolls/buns,41
